1183,Hyundai i10 Magna 1.1L,2011,225000,80000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
1184,Hyundai Santro GLS I - Euro II,2004,90000,90000,Petrol,Individual,Manual,Third Owner,,,,,
1185,Hyundai Santro Xing XG AT eRLX Euro III,2004,80000,80000,Petrol,Individual,Automatic,Third Owner,,,,,
1186,Toyota Etios Liva GD,2012,300000,80000,Diesel,Individual,Manual,First Owner,,,,,
1187,Mahindra Verito 1.5 D4 BSIV,2012,260000,70000,Diesel,Individual,Manual,Second Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
1188,Chevrolet Spark 1.0 E,2009,90000,50000,Petrol,Individual,Manual,Second Owner,16.0 kmpl,995 CC,63 bhp,"9.2@ 4,200(kgm@ rpm)",5
1189,Ford Figo Diesel ZXI,2012,280000,60000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
1190,Mahindra Verito 1.5 D4 BSIII,2014,350000,106000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
1191,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2006,229999,80000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7
1192,Mahindra Bolero 2011-2019 DI NON AC BS III White,2016,550000,80000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
1193,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,850000,110000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8
1194,Mahindra Bolero DI,2011,370000,120000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
1195,Maruti Alto K10 LXI,2013,250000,27000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
1196,Maruti Alto LXi,2007,95000,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
1197,Maruti Wagon R LXI Minor,2010,180000,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
1198,Mahindra NuvoSport N8 AMT,2016,650000,50000,Diesel,Individual,Automatic,First Owner,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
1199,Hyundai Xcent 1.2 CRDi E,2018,530000,60000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5
1200,Maruti Swift VVT ZXI,2017,610000,15000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
1201,Maruti Zen Estilo VXI BSIV W ABS,2011,200000,40000,Petrol,Individual,Manual,First Owner,,,,,
1202,Mahindra Xylo E4 8S,2010,265000,135000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8
1203,Tata Tiago 1.2 Revotron XZ WO Alloy,2018,560000,26300,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
1204,Mahindra Bolero 2011-2019 SLE,2014,430000,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
1205,Maruti Swift Dzire VDI,2017,711000,35000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
1206,Maruti Swift Dzire VXI,2015,511000,30000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
1207,Mahindra Bolero 2011-2019 ZLX,2012,450000,165000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
1208,Tata Zest Revotron 1.2 XT,2015,325000,50000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
1209,Renault Scala Diesel RxZ,2013,434999,120000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5
1210,Ford Figo Diesel LXI,2010,210000,100000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
1211,Maruti Omni BSIII 8-STR W/ IMMOBILISER,2009,140000,90000,Petrol,Individual,Manual,Third Owner,,,,,
1212,Maruti SX4 Vxi BSIII,2007,160000,120000,Petrol,Individual,Manual,Second Owner,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5
1213,Maruti Ertiga VXI Limited Edition,2017,650000,70000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7
1214,Maruti Swift VDI BSIV,2008,250000,90000,Diesel,Individual,Manual,Second Owner,,,,,
1215,Hyundai i20 Sportz 1.2,2014,320000,72000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
1216,Renault KWID Climber 1.0 MT,2017,290000,50000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
1217,Mahindra Jeep Classic,1996,163000,5000,Diesel,Individual,Manual,Second Owner,,,,,
1218,Tata Nano CX,2013,80000,30000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,37.48 bhp,51Nm@ 4000+/-500rpm,4
1219,Tata Safari Storme EX,2017,1100000,20000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
1220,Maruti Ciaz ZDi Plus,2015,600000,110000,Diesel,Individual,Manual,First Owner,26.21 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
1221,Renault KWID RXT,2017,340000,25000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
1222,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,750000,120000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7
1223,Maruti Alto LX,2006,100000,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
1224,Renault KWID RXT Optional,2019,395000,10000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
1225,Maruti Wagon R VXI Minor,2010,200000,65000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
1226,Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,10000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
1227,Mahindra Verito 1.4 G4 BSIV,2012,180000,110000,Petrol,Individual,Manual,Second Owner,13.87 kmpl,1390 CC,75 bhp,110Nm@ 3000rpm,5
1228,Mahindra Bolero DI,2008,190000,120000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
1229,Maruti Eeco 5 Seater AC BSIV,2015,310000,72000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
1230,Maruti Ritz VDi,2014,351000,89100,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
1231,Chevrolet Optra 1.6 LT Royale,2006,190000,94000,Petrol,Individual,Manual,Second Owner,17.4 kmpl,1599 CC,104 bhp,148Nm@ 3500rpm,5
1232,Hyundai EON Magna Plus,2015,225000,120000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
1233,Chevrolet Spark 1.0 LT,2012,130000,110000,Petrol,Individual,Manual,First Owner,16.2 kmpl,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5
1234,Maruti Ciaz Alpha Diesel,2018,1000000,50000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,5
1235,Tata Indica V2 DLS TC,2004,55000,90000,Diesel,Individual,Manual,Third Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5
1236,Chevrolet Sail 1.2 LT ABS,2014,330000,23000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5
1237,Maruti Omni MPI STD BSIV,2013,166000,50000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,5
1238,Mahindra Xylo D4 BSIII,2013,200000,300000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8
1239,Maruti Alto K10 2010-2014 VXI,2011,140000,50000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
1240,Maruti Eeco CNG 5 Seater AC BSIV,2017,370000,140000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
1241,Hyundai Elite i20 Sportz Plus CVT BSIV,2019,720000,16000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5
1242,Hyundai i20 Active 1.4,2015,500000,126000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5
1243,Hyundai Xcent 1.2 VTVT SX,2019,570000,15000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
1244,Maruti Swift Dzire 1.2 Vxi BSIV,2010,210000,200000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
1245,Maruti Alto LXi,2009,120000,120000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
1246,Hyundai Getz GLX,2005,95000,120000,Petrol,Individual,Manual,Fourth & Above Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5
1247,Hyundai i10 Sportz AT,2010,196000,110000,Petrol,Individual,Automatic,Third Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
1248,Maruti Eeco 5 Seater AC BSIV,2016,392000,38000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
1249,Tata Manza Aura Plus Safire,2010,150000,104000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1368 CC,90 bhp,116Nm@ 4750rpm,5
1250,Honda BR-V i-VTEC E MT,2017,595000,120000,Petrol,Individual,Manual,First Owner,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7
1251,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,833000,35000,Diesel,Individual,Automatic,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
1252,Maruti Swift VDI,2011,280000,210000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
1253,Maruti 800 Std BSII,2003,35000,35000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
1254,Maruti Ritz VDi,2009,180000,85000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
1255,Maruti Wagon R VXi BSII,2012,225000,80000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
1256,Mercedes-Benz New C-Class 220 CDI AT,2012,1400000,50000,Diesel,Individual,Automatic,First Owner,14.84 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5
1257,Hyundai i20 Era Diesel,2009,340000,40000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
1258,Toyota Innova 2.5 GX 8 STR,2010,550000,216000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
1259,Maruti Wagon R VXI BS IV,2017,400000,65000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
1260,Hyundai Getz GLE,2006,90000,100000,Petrol,Individual,Manual,Third Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5
1261,Maruti Ciaz VDi Plus SHVS,2015,650000,84000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
1262,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,730000,210000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7
1263,Chevrolet Aveo U-VA 1.2 LS,2010,125000,60000,Petrol,Individual,Manual,First Owner,15.26 kmpl,1150 CC,74.9 bhp,110Nm@ 4400rpm,5
1264,Hyundai Getz GLE,2006,81000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5
1265,Maruti Swift Glam,2007,170000,78000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5
1266,Honda City 1.5 EXI,2002,81000,161000,Petrol,Individual,Manual,Fourth & Above Owner,13.0 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5
1267,Maruti Alto LX,2005,95000,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
1268,Tata Nano Cx BSIV,2010,55000,50000,Petrol,Individual,Manual,Third Owner,26.0 kmpl,624 CC,35 bhp,"48@ 3,000+/-500(NM@ rpm)",4
1269,Renault Lodgy World Edition 110PS,2017,880000,65000,Diesel,Individual,Manual,First Owner,19.98 kmpl,1461 CC,108.5 bhp,245Nm@ 1750rpm,8
1270,Renault KWID RXL,2015,200000,50000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
1271,Maruti Wagon R VXI 1.2,2019,480000,25000,Petrol,Individual,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
1272,Mahindra Bolero 2011-2019 Plus AC,2013,480000,100000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9
1273,Hyundai i20 1.2 Asta,2018,700000,6000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
1274,Honda BRV i-DTEC V MT,2016,850000,72113,Diesel,Individual,Manual,First Owner,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7
1275,Tata Indigo CR4,2012,300000,40000,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5
1276,Hyundai i20 1.2 Asta Option,2017,650000,8000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
1277,Maruti Ritz VXI,2010,220000,20000,Petrol,Individual,Manual,First Owner,21.1 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
1278,Tata Indigo CS LS (TDI) BS-III,2014,300000,45000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5
1279,Maruti Swift Dzire VDI,2014,450000,80000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
1280,Maruti Swift VDI BSIV,2014,400000,90000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
1281,Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,1030000,25000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
1282,Tata Manza Aura Quadrajet,2010,190000,100000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
1283,Ford Fiesta 1.4 Duratec EXI,2006,140000,60000,Petrol,Individual,Manual,Second Owner,16.6 kmpl,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5
1284,Hyundai i20 Active S Diesel,2018,800000,30000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5
1285,Mahindra Scorpio LX 2.6 Turbo,2007,229999,120000,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,7
1286,Tata Safari DICOR 2.2 EX 4x2,2011,300000,80000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.03 bhp,320Nm@ 1700-2700rpm,7
1287,Volkswagen Vento Diesel Highline,2011,375000,69000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5
1288,Chevrolet Beat LT,2010,140000,75000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5
1289,Maruti Alto LX,2004,60000,113000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
1290,Hyundai Xcent 1.1 CRDi S Option,2014,420000,90000,Diesel,Individual,Manual,Second Owner,24.4 kmpl,1120 CC,71.01 bhp,180.4Nm@ 1750-2500rpm,5
1291,Renault Pulse RxZ,2012,300000,100000,Diesel,Individual,Manual,Third Owner,23.08 kmpl,1461 CC,63.12 bhp,160Nm@ 2000rpm,5
1292,Tata Indica Vista Quadrajet VX,2012,150000,110000,Diesel,Individual,Manual,First Owner,22.3 kmpl,1248 CC,74 bhp,190Nm@ 1750-3000rpm,5
1293,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,600000,90000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5
1294,Ford Figo Diesel Titanium,2011,204999,100000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
1295,Hyundai Xcent 1.2 CRDi SX,2017,625000,50000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5
1296,Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),2011,280000,200000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1248 CC,91.7 bhp,209Nm@ 2000rpm,5
1297,Hyundai Santa Fe 2WD AT,2014,1050000,146000,Diesel,Individual,Automatic,Second Owner,13.01 kmpl,2199 CC,194.3 bhp,436.39Nm@ 1800-2500rpm,7
1298,Chevrolet Optra Magnum 1.6 LT Petrol,2009,250000,80000,Petrol,Individual,Manual,Second Owner,12.9 kmpl,1598 CC,102.5 bhp,148Nm@ 4000rpm,5
1299,Tata New Safari DICOR 2.2 EX 4x2,2010,535000,96443,Diesel,Individual,Manual,Second Owner,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
1300,Honda Accord 2.4 AT,2009,400000,100000,Petrol,Individual,Automatic,Second Owner,11.7 kmpl,2354 CC,177.6 bhp,222Nm@ 4300rpm,5
1301,Maruti Swift AMT VXI,2019,610000,10000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
1302,Maruti Swift Dzire VDI,2014,509999,110000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
1303,Tata Safari Storme VX,2014,521000,86000,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
1304,Maruti Swift Dzire VDI,2014,511000,100000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
1305,Hyundai i20 Sportz 1.4 CRDi,2014,451000,91000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
1306,Hyundai i10 Sportz,2009,170000,100000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
1307,Maruti Swift Dzire VDI,2013,450000,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
1308,Honda City 1.5 V Elegance,2011,375000,90000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5
1309,Maruti Alto 800 LXI,2016,305000,60000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
1310,Renault KWID RXT,2016,315000,51500,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
1311,Chevrolet Sail 1.3 LS,2016,250000,60000,Diesel,Individual,Manual,Second Owner,22.1 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5
1312,Ford Figo Diesel EXI,2012,200000,104500,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
1313,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,30000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5
1314,Renault Duster 110PS Diesel RxL,2012,400000,120000,Diesel,Individual,Manual,Third Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
1315,Maruti Swift ZDi,2014,509999,100000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
1316,Honda Civic 1.8 V MT,2008,375000,90000,Petrol,Individual,Manual,Third Owner,13.5 kmpl,1799 CC,130 bhp,172Nm@ 4300rpm,5
1317,Maruti Wagon R LXI,2005,150000,150000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
1318,Maruti Wagon R AX,2006,75000,60000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
1319,Hyundai Verna 1.4 VTVT,2015,465000,50000,Petrol,Individual,Manual,Second Owner,17.43 kmpl,1396 CC,105.5 bhp,135.3Nm@ 5000rpm,5
1320,Hyundai Grand i10 1.2 CRDi Asta,2019,700000,10000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
1321,Mahindra Scorpio 1.99 S10,2015,950000,120000,Diesel,Individual,Manual,Third Owner,15.4 kmpl,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7
1322,Hyundai i20 1.2 Asta,2017,610000,40000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
1323,Hyundai Santro GS zipDrive - Euro II,2004,60000,120000,Petrol,Individual,Manual,Second Owner,,,,,
1324,Maruti Alto 800 LXI,2014,235000,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
1325,Maruti Eeco 5 Seater AC BSIV,2017,330000,90000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
1326,Nissan Terrano XE 85 PS,2014,472000,90000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
1327,Maruti Swift VXI,2019,585000,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
1328,Mahindra Supro LX 8 Str,2018,500000,10000,Diesel,Individual,Manual,First Owner,23.5 kmpl,909 CC,45 bhp,98Nm@ 1600-3000rpm,8
1329,Maruti Alto K10 VXI,2019,360000,27000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
1330,Maruti Swift Dzire VDI,2016,649000,70000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
1331,Maruti Omni MPI CARGO BSIV,2017,200000,50000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,5
1332,Maruti Swift 1.3 VXi,2008,240000,60000,Petrol,Individual,Manual,First Owner,,,,,
1333,Hyundai Grand i10 CRDi Magna,2014,400000,110000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
1334,Maruti Celerio VDi,2015,250000,100000,Diesel,Individual,Manual,Second Owner,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm,5
1335,Mahindra Marazzo M6,2018,1200000,50000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7
1336,Maruti Swift Vdi BSIII,2009,250000,105000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5
1337,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,110000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8
1338,Mahindra XUV500 W8 2WD,2014,800000,60000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
1339,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,429000,49102,Petrol,Dealer,Manual,Second Owner,18.88 kmpl,999 CC,123.37 bhp,170Nm@ 1400-4500rpm,5
1340,Hyundai Santro Xing GLS,2010,150000,60000,Petrol,Individual,Manual,Third Owner,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
1341,Maruti Swift VDI BSIV,2010,315000,120000,Diesel,Individual,Manual,Second Owner,,,,,
1342,Chevrolet Beat Diesel LT,2012,170000,90000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5
1343,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
1344,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
1345,Renault Duster 110PS Diesel RxL,2013,360000,81000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
1346,Hyundai Xcent 1.2 CRDi SX,2018,570000,80000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5
1347,Renault Duster 110PS Diesel RxZ,2012,350000,105000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5
1348,Mahindra Ingenio CRDe,2017,600000,60000,Diesel,Individual,Manual,First Owner,,,,,
